"VCCPSINTFP (uV)","VCCPSINTFP (uA)","VCCINTLP (uV)","VCCINTLP (uA)","VCCPSAUX (uV)","VCCPSAUX (uA)","VCCPSPLL (uV)","VCCPSPLL (uA)","MGTRAVCC (uV)","MGTRAVCC (uA)","MGTRAVTT (uV)","MGTRAVTT (uA)","VCCPSDDR (uV)","VCCPSDDR (uA)","VCCOPS (uV)","VCCOPS (uA)","VCCOPS3 (uV)","VCCOPS3 (uA)","VCCPSDDRPLL (uV)","VCCPSDDRPLL (uA)","VCCINT (uV)","VCCINT (uA)","VCCBRAM (uV)","VCCBRAM (uA)","VCCAUX (uV)","VCCAUX (uA)","VCC1V2 (uV)","VCC1V2 (uA)","VCC3V3 (uV)","VCC3V3 (uA)","VADJ_FMC (uV)","VADJ_FMC (uA)","MGTAVCC (uV)","MGTAVCC (uA)","MGTAVTT (uV)","MGTAVTT (uA)","PS Power(W)","PL Power(W)","MGT Power(W)","Total Power(W)"
844,1453,850,320,1818,10,1202,29,850,98,1812,15,1193,159,1793,0,1822,0,1816,24,849,963,850,42,1797,155,1201,22,3292,7,1795,0,898,33,1201,18,1.78464,1.18129,0.184776,3.1507
844,1457,849,321,1818,10,1202,29,850,98,1812,15,1192,165,1793,0,1821,0,1815,25,847,965,848,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,19,1.79733,1.18323,0.189225,3.16978
844,1458,850,321,1818,10,1201,29,850,98,1811,15,1193,160,1793,0,1822,1,1816,24,849,967,848,42,1798,155,1200,21,3292,7,1793,0,897,33,1201,18,1.79087,1.18353,0.184728,3.15914
844,1458,850,321,1817,10,1201,29,850,98,1812,15,1193,156,1793,0,1821,0,1815,24,847,965,850,42,1798,155,1201,21,3293,8,1795,0,897,33,1200,18,1.78607,1.18331,0.188025,3.1574
844,1457,849,321,1818,10,1201,29,850,98,1812,15,1192,168,1793,1,1822,0,1816,24,849,966,848,42,1798,155,1200,21,3293,7,1795,0,897,33,1200,18,1.79909,1.18269,0.184732,3.16651
843,1455,850,321,1818,10,1201,29,850,98,1812,15,1192,160,1793,1,1821,0,1815,24,847,961,850,42,1798,155,1201,22,3293,7,1795,0,897,33,1200,18,1.7867,1.17783,0.184732,3.14927
844,1460,849,320,1818,10,1202,29,850,98,1812,15,1192,157,1795,0,1822,0,1815,24,847,965,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.78766,1.17993,0.184732,3.15233
844,1460,850,320,1818,10,1202,29,850,98,1812,15,1192,166,1793,1,1821,0,1816,24,849,966,848,42,1797,155,1201,22,3293,8,1793,0,897,33,1200,18,1.79873,1.18705,0.188025,3.17381
844,1458,850,320,1818,10,1201,29,850,98,1812,16,1192,165,1793,1,1821,0,1816,24,847,966,848,42,1798,155,1201,21,3292,7,1795,0,898,33,1200,18,1.79583,1.18077,0.18657,3.16317
844,1451,849,321,1818,10,1202,29,850,98,1812,15,1192,156,1795,1,1822,1,1815,24,847,966,848,42,1797,155,1201,22,3293,7,1795,0,897,33,1200,18,1.77972,1.18183,0.184732,3.14628
844,1459,849,320,1817,10,1202,29,850,98,1812,15,1192,162,1793,0,1822,0,1815,24,847,963,850,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79277,1.17832,0.184732,3.15582
845,1452,849,321,1818,10,1201,29,851,98,1812,15,1191,167,1793,1,1821,0,1816,24,847,966,848,42,1797,155,1200,22,3293,7,1795,0,897,33,1200,18,1.79496,1.1818,0.18483,3.16159
844,1458,850,321,1818,10,1201,29,850,98,1812,15,1192,165,1793,1,1822,0,1816,24,849,965,850,42,1798,155,1201,22,3293,8,1795,0,897,33,1201,18,1.79667,1.18644,0.188043,3.17116
843,1454,850,320,1818,10,1201,29,850,98,1812,15,1192,160,1793,0,1822,0,1815,25,849,967,848,42,1798,155,1200,21,3293,7,1795,1,897,33,1200,18,1.78683,1.18354,0.184732,3.1551
844,1457,850,320,1818,10,1201,29,850,98,1812,15,1192,154,1795,0,1822,0,1815,24,847,965,848,43,1797,155,1201,22,3293,7,1795,0,897,33,1200,18,1.78184,1.18183,0.184732,3.1484
844,1459,849,320,1818,10,1201,29,850,98,1812,15,1192,153,1795,0,1822,0,1815,24,849,965,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.78202,1.18186,0.184732,3.14862
843,1453,850,321,1818,10,1202,29,850,98,1812,15,1192,168,1793,1,1822,0,1815,24,849,965,848,42,1798,155,1201,21,3292,8,1793,1,897,33,1200,18,1.79458,1.18515,0.188017,3.16775
844,1454,850,321,1818,10,1201,29,850,98,1812,15,1192,164,1793,1,1821,0,1815,24,849,963,848,42,1797,155,1200,21,3292,6,1795,0,898,33,1200,18,1.79208,1.17669,0.181466,3.15024
844,1456,850,320,1817,10,1202,29,850,98,1812,15,1192,168,1793,0,1822,0,1816,24,847,963,848,42,1798,155,1201,21,3292,8,1795,0,898,33,1200,18,1.79773,1.18152,0.18805,3.16731
843,1461,850,321,1818,9,1202,29,850,98,1812,15,1192,161,1793,0,1821,0,1815,24,847,965,848,42,1798,155,1201,22,3293,7,1795,0,897,33,1200,18,1.79116,1.18113,0.184732,3.15703
843,1455,849,320,1818,10,1201,29,851,98,1812,15,1192,152,1793,0,1821,0,1816,24,849,962,850,42,1797,156,1201,21,3293,7,1795,0,898,33,1200,17,1.77602,1.18104,0.183663,3.14073
844,1457,850,321,1818,10,1202,29,850,98,1812,15,1192,157,1793,1,1822,0,1815,24,849,967,848,42,1798,155,1201,21,3292,7,1795,0,897,33,1200,18,1.7863,1.18355,0.184725,3.15458
843,1461,849,321,1818,10,1202,29,850,98,1812,15,1192,164,1795,1,1822,0,1816,24,849,966,848,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79626,1.18256,0.184732,3.16355
844,1457,849,320,1818,10,1201,29,850,98,1812,15,1192,158,1795,1,1821,0,1816,24,847,962,848,42,1797,155,1200,21,3293,7,1795,0,897,33,1201,18,1.78632,1.17722,0.18475,3.14828
843,1457,849,321,1818,10,1201,29,850,98,1812,16,1192,160,1793,1,1822,0,1816,24,847,966,848,42,1797,155,1201,21,3292,7,1795,0,897,34,1201,18,1.78809,1.18062,0.187452,3.15616
843,1464,849,321,1817,10,1202,29,850,98,1812,15,1192,160,1793,1,1822,0,1815,24,847,963,850,42,1798,155,1201,22,3293,8,1795,0,897,33,1200,18,1.79399,1.18282,0.188025,3.16483
844,1457,849,320,1818,10,1202,29,850,98,1812,15,1192,168,1793,0,1822,0,1816,24,849,966,848,42,1798,155,1201,22,3292,7,1795,0,897,33,1200,18,1.79827,1.18391,0.184725,3.1669
844,1455,850,320,1818,10,1202,29,850,98,1812,15,1192,159,1793,0,1821,0,1815,24,847,967,848,42,1798,155,1201,21,3293,7,1795,0,897,34,1200,18,1.78615,1.18163,0.185629,3.1534
844,1454,850,320,1817,10,1202,29,850,98,1812,15,1192,154,1795,1,1822,0,1815,25,849,962,848,42,1797,155,1201,21,3293,8,1795,0,897,33,1200,18,1.78115,1.18245,0.188025,3.15163
844,1452,850,321,1818,10,1202,29,850,98,1812,16,1192,164,1793,1,1822,0,1815,24,849,966,848,42,1798,155,1201,22,3292,7,1793,0,897,33,1201,18,1.79042,1.18391,0.186555,3.16088
844,1458,849,321,1817,10,1201,29,850,98,1812,15,1192,167,1795,1,1822,0,1816,25,847,962,848,42,1797,155,1201,22,3293,7,1793,0,897,33,1200,18,1.80054,1.17844,0.184732,3.16371
844,1456,850,321,1818,10,1202,29,850,98,1812,15,1192,160,1795,0,1822,0,1816,24,847,963,850,42,1797,155,1201,21,3293,7,1796,0,897,33,1200,18,1.78906,1.17817,0.184732,3.15196
843,1452,849,321,1818,10,1202,29,850,98,1811,15,1192,166,1795,1,1822,0,1816,24,847,965,848,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79106,1.17993,0.184717,3.15571
844,1455,849,321,1818,10,1202,29,850,98,1812,15,1192,163,1795,1,1822,0,1816,24,849,966,850,42,1797,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79147,1.18264,0.184732,3.15884
843,1454,849,321,1818,10,1202,29,850,98,1812,15,1192,164,1795,0,1822,0,1816,24,847,965,850,42,1798,155,1201,21,3293,7,1795,0,897,33,1200,18,1.79036,1.18002,0.184732,3.15511
843,1455,850,321,1817,10,1202,29,850,98,1812,16,1192,160,1795,1,1822,0,1816,24,847,963,848,42,1798,155,1201,22,3293,8,1795,0,897,33,1200,18,1.78675,1.18273,0.189837,3.15932
844,1457,849,321,1817,10,1202,29,851,98,1812,16,1192,161,1793,0,1821,0,1816,24,847,966,850,42,1798,155,1200,22,3292,7,1795,0,897,33,1201,18,1.79076,1.18204,0.186653,3.15945
